"Sim","Spread_Frac","Pp","Virus_D","Max_Productive","Max_Virions","Max_Semi"
4,0.5,0.575,209700,3013,571168,1874
4,0.5,0.575,419400,3781,668212,2453
4,0.5,0.575,838800,4583,716863,3240
4,0.5,0.575,1258200,4846,737171,3672
4,0.5,0.575,1677600,5043,740215,3943
4,0.5,0.575,2097000,5165,745707,4101
4,0.5,0.575,4194000,5622,759121,4654
4,0.5,0.575,8388000,5819,767479,4793
4,0.5,0.575,12582000,5888,775807,4809
4,0.5,0.575,16776000,5768,769159,4799
4,0.5,0.575,20970000,5745,763735,4838
4,0.5,0.575,2.097e+09,5835,767293,4801
4,0.5,0.575,2.097e+12,5810,768819,4932
4,0.5,0.575,2.097e+15,5867,766482,4878
4,0.5,1,419.4,1094,252719,0
4,0.5,1,838.8,1196,274020,0
4,0.5,1,1258.2,1172,266892,0
4,0.5,1,1677.6,1303,282757,0
4,0.5,1,2097,1234,281982,0
4,0.5,1,4194,1430,322057,0
4,0.5,1,8388,1816,391346,0
4,0.5,1,12582,2064,431703,0
4,0.5,1,16776,2291,472898,0
4,0.5,1,20970,2429,500982,0
4,0.5,1,41940,3376,617365,0
4,0.5,1,83880,3771,670207,0
4,0.5,1,125820,4320,702016,0
4,0.5,1,167760,4741,737216,0
4,0.5,1,209700,4918,748334,0
4,0.5,1,419400,5707,776910,0
4,0.5,1,838800,6265,795442,0
4,0.5,1,1258200,6538,797024,0
4,0.5,1,1677600,6742,803285,0
4,0.5,1,2097000,6801,806123,0
4,0.5,1,4194000,6977,802790,0
4,0.5,1,8388000,6945,795930,0
4,0.5,1,12582000,6997,809814,0
4,0.5,1,16776000,7016,805440,0
4,0.5,1,20970000,6976,799153,0
4,0.5,1,2.097e+09,6993,806242,0
4,0.5,1,2.097e+12,6935,806889,0
4,0.5,1,2.097e+15,6954,802705,0
4,0.75,0.575,419.4,485,108756,142
4,0.75,0.575,838.8,469,108658,142
4,0.75,0.575,1258.2,503,111542,137
4,0.75,0.575,1677.6,491,110867,164
4,0.75,0.575,2097,536,120080,157
4,0.75,0.575,4194,585,131942,197
4,0.75,0.575,8388,785,175611,305
4,0.75,0.575,12582,906,205559,422
4,0.75,0.575,16776,983,220731,517
4,0.75,0.575,20970,990,226195,529
4,0.75,0.575,41940,1389,310582,817
4,0.75,0.575,83880,1874,390230,1122
4,0.75,0.575,125820,2149,435910,1356
4,0.75,0.575,167760,2359,486656,1493
4,0.75,0.575,209700,2619,511212,1729
4,0.75,0.575,419400,3443,622169,2286
4,0.75,0.575,838800,3938,662133,2768
4,0.75,0.575,1258200,4502,713272,3120
4,0.75,0.575,1677600,4732,719942,3382
4,0.75,0.575,2097000,4808,719400,3549
4,0.75,0.575,4194000,5123,736110,3984
4,0.75,0.575,8388000,5304,743798,4065
4,0.75,0.575,12582000,5200,728531,4111
4,0.75,0.575,16776000,5358,741572,4139
4,0.75,0.575,20970000,5413,752341,4096
4,0.75,0.575,2.097e+09,5353,750635,4103
4,0.75,0.575,2.097e+12,5425,748207,4125
4,0.75,0.575,2.097e+15,5393,743526,4112
4,0.75,1,419.4,1348,301591,0
4,0.75,1,838.8,1314,292634,0
4,0.75,1,1258.2,1329,296215,0
4,0.75,1,1677.6,1362,302941,0
4,0.75,1,2097,1425,313969,0
4,0.75,1,4194,1517,335493,0
4,0.75,1,8388,1810,383141,0
4,0.75,1,12582,1944,410717,0
4,0.75,1,16776,2074,434924,0
4,0.75,1,20970,2422,487009,0
4,0.75,1,41940,2954,571502,0
4,0.75,1,83880,3625,645964,0
4,0.75,1,125820,4247,694827,0
4,0.75,1,167760,4427,713022,0
4,0.75,1,209700,4783,731221,0
4,0.75,1,419400,5407,771729,0
4,0.75,1,838800,6128,776671,0
4,0.75,1,1258200,6428,797225,0
4,0.75,1,1677600,6406,784445,0
4,0.75,1,2097000,6564,786823,0
4,0.75,1,4194000,6785,795492,0
4,0.75,1,8388000,6861,794062,0
4,0.75,1,12582000,6723,784585,0
4,0.75,1,16776000,6859,801132,0
4,0.75,1,20970000,6818,794368,0
4,0.75,1,2.097e+09,6842,796140,0
4,0.75,1,2.097e+12,6819,793488,0
4,0.75,1,2.097e+15,6779,792123,0
4,0.9,0.575,419.4,613,136455,155
4,0.9,0.575,838.8,615,135696,143
4,0.9,0.575,1258.2,582,128276,147
4,0.9,0.575,1677.6,562,128542,154
4,0.9,0.575,2097,607,137851,167
4,0.9,0.575,4194,627,139715,180
4,0.9,0.575,8388,681,150816,238
4,0.9,0.575,12582,779,176406,316
4,0.9,0.575,16776,841,188840,349
4,0.9,0.575,20970,911,205731,414
4,0.9,0.575,41940,1083,246739,648
4,0.9,0.575,83880,1472,319738,926
4,0.9,0.575,125820,1704,367281,1105
4,0.9,0.575,167760,1927,413251,1382
4,0.9,0.575,209700,2255,453204,1432
4,0.9,0.575,419400,2704,532845,1952
4,0.9,0.575,838800,3128,585925,2233
4,0.9,0.575,1258200,3679,640460,2671
4,0.9,0.575,1677600,3957,662112,2840
4,0.9,0.575,2097000,3876,651273,2866
4,0.9,0.575,4194000,4303,688029,3108
4,0.9,0.575,8388000,4453,698770,3263
4,0.9,0.575,12582000,4496,699401,3271
4,0.9,0.575,16776000,4375,689171,3345
4,0.9,0.575,20970000,4377,685496,3189
4,0.9,0.575,2.097e+09,4437,692216,3257
4,0.9,0.575,2.097e+12,4489,695221,3270
4,0.9,0.575,2.097e+15,4413,687202,3308
4,0.9,1,419.4,1464,322618,0
4,0.9,1,838.8,1500,327413,0
4,0.9,1,1258.2,1428,311685,0
4,0.9,1,1677.6,1468,323026,0
4,0.9,1,2097,1433,318445,0
4,0.9,1,4194,1502,331750,0
4,0.9,1,8388,1604,347379,0
4,0.9,1,12582,1839,391226,0
4,0.9,1,16776,1995,403771,0
4,0.9,1,20970,2116,433695,0
4,0.9,1,41940,2569,514155,0
4,0.9,1,83880,3433,621859,0
4,0.9,1,125820,3673,651020,0
4,0.9,1,167760,4314,707523,0
4,0.9,1,209700,4166,690826,0
4,0.9,1,419400,5255,752702,0
4,0.9,1,838800,5551,762463,0
4,0.9,1,1258200,5864,773862,0
4,0.9,1,1677600,6129,789417,0
4,0.9,1,2097000,6115,770387,0
4,0.9,1,4194000,6357,775210,0
4,0.9,1,8388000,6488,788626,0
4,0.9,1,12582000,6483,789052,0
4,0.9,1,16776000,6396,779905,0
4,0.9,1,20970000,6505,789690,0
4,0.9,1,2.097e+09,6506,785696,0
4,0.9,1,2.097e+12,6576,794864,0
4,0.9,1,2.097e+15,6454,789542,0
4,1,0.575,419.4,681,148965,166
4,1,0.575,838.8,681,148965,166
4,1,0.575,1258.2,681,148965,166
4,1,0.575,1677.6,681,148965,166
4,1,0.575,2097,681,148965,166
4,1,0.575,4194,681,148965,166
4,1,0.575,8388,681,148965,166
4,1,0.575,12582,681,148965,166
4,1,0.575,16776,681,148965,166
4,1,0.575,20970,681,148965,166
4,1,0.575,41940,681,148965,166
4,1,0.575,83880,681,148965,166
4,1,0.575,125820,681,148965,166
4,1,0.575,167760,681,148965,166
4,1,0.575,209700,681,148965,166
4,1,0.575,419400,681,148965,166
4,1,0.575,838800,681,148965,166
4,1,0.575,1258200,681,148965,166
4,1,0.575,1677600,681,148965,166
4,1,0.575,2097000,681,148965,166
4,1,0.575,4194000,681,148965,166
4,1,0.575,8388000,681,148965,166
4,1,0.575,12582000,681,148965,166
4,1,0.575,16776000,681,148965,166
4,1,0.575,20970000,681,148965,166
4,1,0.575,2.097e+09,681,148965,166
4,1,0.575,2.097e+12,681,148965,166
4,1,0.575,2.097e+15,681,148965,166
4,1,1,419.4,1487,323206,0
4,1,1,838.8,1487,323206,0
4,1,1,1258.2,1487,323206,0
4,1,1,1677.6,1487,323206,0
4,1,1,2097,1487,323206,0
4,1,1,4194,1487,323206,0
4,1,1,8388,1487,323206,0
4,1,1,12582,1487,323206,0
4,1,1,16776,1487,323206,0
4,1,1,20970,1487,323206,0
4,1,1,41940,1487,323206,0
4,1,1,83880,1487,323206,0
4,1,1,125820,1487,323206,0
4,1,1,167760,1487,323206,0
4,1,1,209700,1487,323206,0
4,1,1,419400,1487,323206,0
4,1,1,838800,1487,323206,0
4,1,1,1258200,1487,323206,0
4,1,1,1677600,1487,323206,0
4,1,1,2097000,1487,323206,0
4,1,1,4194000,1487,323206,0
4,1,1,8388000,1487,323206,0
4,1,1,12582000,1487,323206,0
4,1,1,16776000,1487,323206,0
4,1,1,20970000,1487,323206,0
4,1,1,2.097e+09,1487,323206,0
4,1,1,2.097e+12,1487,323206,0
4,1,1,2.097e+15,1487,323206,0
5,0,0.575,419.4,89,19546,66
5,0,0.575,838.8,124,27885,87
5,0,0.575,1258.2,179,40495,126
5,0,0.575,1677.6,206,47518,153
5,0,0.575,2097,258,60249,187
5,0,0.575,4194,517,119770,335
5,0,0.575,8388,885,210221,580
5,0,0.575,12582,1022,242362,685
5,0,0.575,16776,1205,280812,761
5,0,0.575,20970,1280,298077,848
5,0,0.575,41940,1741,387774,1178
5,0,0.575,83880,2293,480429,1599
5,0,0.575,125820,2616,530397,1872
5,0,0.575,167760,2974,582366,2061
5,0,0.575,209700,3203,614241,2378
5,0,0.575,419400,3971,688394,3100
5,0,0.575,838800,4831,744195,4579
5,0,0.575,1258200,5300,766432,5225
5,0,0.575,1677600,5539,770560,5554
5,0,0.575,2097000,5763,783495,6041
5,0,0.575,4194000,5745,783134,6075
5,0,0.575,8388000,5784,787364,6035
5,0,0.575,12582000,5683,772411,6108
5,0,0.575,16776000,5760,776439,6094
5,0,0.575,20970000,5776,786324,6108
5,0,0.575,2.097e+09,5616,764738,6003
5,0,0.575,2.097e+12,5765,780852,6114
5,0,0.575,2.097e+15,5738,784812,6122
5,0,1,419.4,345,79205,0
5,0,1,838.8,518,122744,0
5,0,1,1258.2,736,177221,0
5,0,1,1677.6,869,211430,0
5,0,1,2097,933,222333,0
5,0,1,4194,1322,308296,0
5,0,1,8388,1746,397881,0
5,0,1,12582,2036,448135,0
5,0,1,16776,2356,489109,0
5,0,1,20970,2522,520468,0
5,0,1,41940,3269,627076,0
5,0,1,83880,3969,700455,0
5,0,1,125820,4430,730834,0
5,0,1,167760,4849,760107,0
5,0,1,209700,5278,770651,0
5,0,1,419400,5817,792743,0
5,0,1,838800,6446,806652,0
5,0,1,1258200,6542,803621,0
5,0,1,1677600,6577,811590,0
5,0,1,2097000,6622,812152,0
5,0,1,4194000,6615,800370,0
5,0,1,8388000,6654,811029,0
5,0,1,12582000,6653,806322,0
5,0,1,16776000,6643,810866,0
5,0,1,20970000,6667,808431,0
5,0,1,2.097e+09,6614,809084,0
5,0,1,2.097e+12,6602,804213,0
5,0,1,2.097e+15,6708,811424,0
5,0.1,0.575,419.4,123,26749,72
5,0.1,0.575,838.8,191,41945,96
5,0.1,0.575,1258.2,205,44421,118
5,0.1,0.575,1677.6,247,56527,152
5,0.1,0.575,2097,310,69037,180
5,0.1,0.575,4194,517,118845,317
5,0.1,0.575,8388,863,205314,540
5,0.1,0.575,12582,1073,251945,642
5,0.1,0.575,16776,1153,272021,730
5,0.1,0.575,20970,1270,296578,807
5,0.1,0.575,41940,1712,386804,1121
5,0.1,0.575,83880,2308,477831,1518
5,0.1,0.575,125820,2600,528762,1712
5,0.1,0.575,167760,2912,580179,1985
5,0.1,0.575,209700,3293,612346,2260
5,0.1,0.575,419400,3890,679014,2980
5,0.1,0.575,838800,4717,744173,3988
5,0.1,0.575,1258200,5280,762483,4836
5,0.1,0.575,1677600,5546,770098,5126
5,0.1,0.575,2097000,5497,767695,5180
5,0.1,0.575,4194000,5786,780834,5743
5,0.1,0.575,8388000,5874,778303,5809
5,0.1,0.575,12582000,5881,775435,5775
5,0.1,0.575,16776000,5834,774279,5801
5,0.1,0.575,20970000,5850,781197,5680
5,0.1,0.575,2.097e+09,5841,782541,5729
5,0.1,0.575,2.097e+12,5815,776245,5731
5,0.1,0.575,2.097e+15,5813,770032,5728
5,0.1,1,419.4,620,145632,0
5,0.1,1,838.8,720,173736,0
5,0.1,1,1258.2,848,202816,0
5,0.1,1,1677.6,929,223724,0
5,0.1,1,2097,946,228555,0
5,0.1,1,4194,1369,311283,0
5,0.1,1,8388,1750,393109,0
5,0.1,1,12582,2105,454914,0
5,0.1,1,16776,2310,486006,0
5,0.1,1,20970,2472,521013,0
5,0.1,1,41940,3358,628891,0
5,0.1,1,83880,4107,708030,0
5,0.1,1,125820,4783,747587,0
5,0.1,1,167760,4934,761380,0
5,0.1,1,209700,5157,760999,0
5,0.1,1,419400,5820,790153,0
5,0.1,1,838800,6441,814875,0
5,0.1,1,1258200,6734,807927,0
5,0.1,1,1677600,6754,813705,0
5,0.1,1,2097000,6810,804253,0
5,0.1,1,4194000,6843,813262,0
5,0.1,1,8388000,6821,807972,0
5,0.1,1,12582000,6804,804898,0
5,0.1,1,16776000,6773,808288,0
5,0.1,1,20970000,6783,805378,0
5,0.1,1,2.097e+09,6797,808562,0
5,0.1,1,2.097e+12,6924,811804,0
5,0.1,1,2.097e+15,6763,802453,0
5,0.25,0.575,419.4,173,39472,95
5,0.25,0.575,838.8,227,52689,107
5,0.25,0.575,1258.2,271,60939,129
5,0.25,0.575,1677.6,290,65904,146
5,0.25,0.575,2097,358,81917,167
5,0.25,0.575,4194,496,114179,299
5,0.25,0.575,8388,836,198889,514
5,0.25,0.575,12582,1002,238714,643
5,0.25,0.575,16776,1129,261095,664
5,0.25,0.575,20970,1328,297876,769
5,0.25,0.575,41940,1679,373366,1027
5,0.25,0.575,83880,2247,469847,1422
5,0.25,0.575,125820,2570,519405,1707
5,0.25,0.575,167760,2813,557298,1910
5,0.25,0.575,209700,3147,600422,2119
5,0.25,0.575,419400,3908,678463,2812
5,0.25,0.575,838800,4697,729570,3660
5,0.25,0.575,1258200,5244,753670,4449
5,0.25,0.575,1677600,5398,762761,4517
5,0.25,0.575,2097000,5600,769861,4865
5,0.25,0.575,4194000,5801,767156,5266
5,0.25,0.575,8388000,5853,767806,5256
5,0.25,0.575,12582000,5903,775499,5423
5,0.25,0.575,16776000,5881,779637,5379
5,0.25,0.575,20970000,5847,778925,5379
5,0.25,0.575,2.097e+09,5951,777477,5397
5,0.25,0.575,2.097e+12,5969,780284,5405
5,0.25,0.575,2.097e+15,5884,771304,5415
5,0.25,1,419.4,884,208279,0
5,0.25,1,838.8,987,233305,0
5,0.25,1,1258.2,963,225860,0
5,0.25,1,1677.6,1063,248051,0
5,0.25,1,2097,1094,253100,0
5,0.25,1,4194,1353,314295,0
5,0.25,1,8388,1694,383779,0
5,0.25,1,12582,2179,458083,0
5,0.25,1,16776,2434,492742,0
5,0.25,1,20970,2622,523593,0
5,0.25,1,41940,3291,629348,0
5,0.25,1,83880,4149,708464,0
5,0.25,1,125820,4583,740106,0
5,0.25,1,167760,4939,752330,0
5,0.25,1,209700,5078,764797,0
5,0.25,1,419400,5662,784257,0
5,0.25,1,838800,6477,810970,0
5,0.25,1,1258200,6646,809880,0
5,0.25,1,1677600,6704,794892,0
5,0.25,1,2097000,6829,811676,0
5,0.25,1,4194000,6930,809772,0
5,0.25,1,8388000,6931,806162,0
5,0.25,1,12582000,6968,808110,0
5,0.25,1,16776000,6909,801355,0
5,0.25,1,20970000,6919,801785,0
5,0.25,1,2.097e+09,6978,810128,0
5,0.25,1,2.097e+12,6941,808091,0
5,0.25,1,2.097e+15,6900,802339,0
5,0.5,0.575,419.4,335,75786,119
5,0.5,0.575,838.8,364,81259,125
5,0.5,0.575,1258.2,369,84446,133
5,0.5,0.575,1677.6,420,94596,149
5,0.5,0.575,2097,414,96451,161
5,0.5,0.575,4194,594,134440,251
5,0.5,0.575,8388,848,196602,424
5,0.5,0.575,12582,952,221930,543
5,0.5,0.575,16776,1110,250336,589
5,0.5,0.575,20970,1190,270551,680
5,0.5,0.575,41940,1585,350153,916
5,0.5,0.575,83880,2131,440731,1270
5,0.5,0.575,125820,2523,508600,1524
5,0.5,0.575,167760,2722,541606,1715
5,0.5,0.575,209700,2897,569328,1888
5,0.5,0.575,419400,3659,657740,2469
5,0.5,0.575,838800,4599,726485,3298
5,0.5,0.575,1258200,5132,746642,4022
5,0.5,0.575,1677600,5150,741113,4100
5,0.5,0.575,2097000,5323,748037,4086
5,0.5,0.575,4194000,5608,758986,4630
5,0.5,0.575,8388000,5800,774585,4729
5,0.5,0.575,12582000,5750,764358,4792
5,0.5,0.575,16776000,5787,765938,4884
5,0.5,0.575,20970000,5769,762569,4832
5,0.5,0.575,2.097e+09,5803,769808,4775
5,0.5,0.575,2.097e+12,5761,769450,4798
5,0.5,0.575,2.097e+15,5865,772991,4770
5,0.5,1,419.4,1142,260817,0
5,0.5,1,838.8,1114,260239,0
5,0.5,1,1258.2,1177,266923,0
5,0.5,1,1677.6,1211,274789,0
5,0.5,1,2097,1188,274349,0
5,0.5,1,4194,1432,319594,0
5,0.5,1,8388,1727,382935,0
5,0.5,1,12582,1984,433469,0
5,0.5,1,16776,2341,485049,0
5,0.5,1,20970,2565,510255,0
5,0.5,1,41940,3046,589140,0
5,0.5,1,83880,3953,685543,0
5,0.5,1,125820,4362,710788,0
5,0.5,1,167760,4622,738689,0
5,0.5,1,209700,4834,744171,0
5,0.5,1,419400,5684,773630,0
5,0.5,1,838800,6417,800936,0
5,0.5,1,1258200,6608,797731,0
5,0.5,1,1677600,6724,801742,0
5,0.5,1,2097000,6806,802467,0
5,0.5,1,4194000,6970,804767,0
5,0.5,1,8388000,6979,806380,0
5,0.5,1,12582000,6964,802304,0
5,0.5,1,16776000,6965,797064,0
5,0.5,1,20970000,6992,807998,0
5,0.5,1,2.097e+09,7044,806866,0
5,0.5,1,2.097e+12,7104,803387,0
5,0.5,1,2.097e+15,6972,803640,0
5,0.75,0.575,419.4,477,106035,135
5,0.75,0.575,838.8,516,115377,134
5,0.75,0.575,1258.2,476,107549,156
5,0.75,0.575,1677.6,535,119923,156
5,0.75,0.575,2097,504,115149,177
5,0.75,0.575,4194,586,133792,202
5,0.75,0.575,8388,737,167604,329
5,0.75,0.575,12582,881,201081,407
5,0.75,0.575,16776,975,218635,475
5,0.75,0.575,20970,1018,233005,539
5,0.75,0.575,41940,1437,315544,785
5,0.75,0.575,83880,1904,389394,1114
5,0.75,0.575,125820,2205,452520,1368
5,0.75,0.575,167760,2393,483936,1582
5,0.75,0.575,209700,2613,522615,1608
5,0.75,0.575,419400,3233,599073,2179
5,0.75,0.575,838800,4047,677480,2898
5,0.75,0.575,1258200,4344,690907,3264
5,0.75,0.575,1677600,4495,694673,3354
5,0.75,0.575,2097000,4884,728823,3592
5,0.75,0.575,4194000,5179,726579,4082
5,0.75,0.575,8388000,5197,736498,4072
5,0.75,0.575,12582000,5259,743586,4057
5,0.75,0.575,16776000,5357,744721,4090
5,0.75,0.575,20970000,5380,751002,4131
5,0.75,0.575,2.097e+09,5312,746574,4075
5,0.75,0.575,2.097e+12,5330,740729,4188
5,0.75,0.575,2.097e+15,5382,751213,4084
5,0.75,1,419.4,1364,304518,0
5,0.75,1,838.8,1379,303030,0
5,0.75,1,1258.2,1359,301910,0
5,0.75,1,1677.6,1336,300866,0
5,0.75,1,2097,1360,304632,0
5,0.75,1,4194,1498,328090,0
5,0.75,1,8388,1764,373349,0
5,0.75,1,12582,1889,402294,0
5,0.75,1,16776,2061,432801,0
5,0.75,1,20970,2354,480397,0
5,0.75,1,41940,2926,562256,0
5,0.75,1,83880,3717,650143,0
5,0.75,1,125820,4187,695352,0
5,0.75,1,167760,4582,726816,0
5,0.75,1,209700,4650,719866,0
5,0.75,1,419400,5408,758853,0
5,0.75,1,838800,6078,773444,0
5,0.75,1,1258200,6389,781393,0
5,0.75,1,1677600,6591,786508,0
5,0.75,1,2097000,6674,792141,0
5,0.75,1,4194000,6712,788493,0
5,0.75,1,8388000,6749,786804,0
5,0.75,1,12582000,6845,792522,0
5,0.75,1,16776000,6864,795790,0
5,0.75,1,20970000,6788,787019,0
5,0.75,1,2.097e+09,6785,780746,0
5,0.75,1,2.097e+12,6896,797950,0
5,0.75,1,2.097e+15,6812,795472,0
5,0.9,0.575,419.4,589,132121,161
5,0.9,0.575,838.8,624,135223,156
5,0.9,0.575,1258.2,575,131221,154
5,0.9,0.575,1677.6,608,133608,151
5,0.9,0.575,2097,579,130632,163
5,0.9,0.575,4194,620,139285,184
5,0.9,0.575,8388,681,154094,234
5,0.9,0.575,12582,742,172837,321
5,0.9,0.575,16776,883,196953,377
5,0.9,0.575,20970,878,204350,435
5,0.9,0.575,41940,1025,228588,628
5,0.9,0.575,83880,1411,312289,878
5,0.9,0.575,125820,1669,355079,1112
5,0.9,0.575,167760,1895,397367,1326
5,0.9,0.575,209700,1973,407097,1355
5,0.9,0.575,419400,2858,550783,1917
5,0.9,0.575,838800,3252,597820,2314
5,0.9,0.575,1258200,3637,638622,2535
5,0.9,0.575,1677600,4056,663156,2964
5,0.9,0.575,2097000,3907,650728,2814
5,0.9,0.575,4194000,4324,684205,3051
5,0.9,0.575,8388000,4456,695072,3272
5,0.9,0.575,12582000,4319,683170,3252
5,0.9,0.575,16776000,4403,684243,3282
5,0.9,0.575,20970000,4468,698086,3292
5,0.9,0.575,2.097e+09,4449,685281,3206
5,0.9,0.575,2.097e+12,4425,688749,3335
5,0.9,0.575,2.097e+15,4525,700723,3325
5,0.9,1,419.4,1529,328562,0
5,0.9,1,838.8,1546,330490,0
5,0.9,1,1258.2,1400,307812,0
5,0.9,1,1677.6,1470,315652,0
5,0.9,1,2097,1446,313153,0
5,0.9,1,4194,1439,314027,0
5,0.9,1,8388,1600,351118,0
5,0.9,1,12582,1855,386595,0
5,0.9,1,16776,1978,416359,0
5,0.9,1,20970,2126,431759,0
5,0.9,1,41940,2631,514879,0
5,0.9,1,83880,3056,578340,0
5,0.9,1,125820,3666,652052,0
5,0.9,1,167760,4050,680090,0
5,0.9,1,209700,4211,698994,0
5,0.9,1,419400,5009,742920,0
5,0.9,1,838800,5550,758393,0
5,0.9,1,1258200,5939,777455,0
5,0.9,1,1677600,5958,770174,0
5,0.9,1,2097000,6105,775782,0
5,0.9,1,4194000,6280,787096,0
5,0.9,1,8388000,6380,781661,0
5,0.9,1,12582000,6394,786194,0
5,0.9,1,16776000,6418,783569,0
5,0.9,1,20970000,6418,778282,0
5,0.9,1,2.097e+09,6382,782071,0
5,0.9,1,2.097e+12,6409,783582,0
5,0.9,1,2.097e+15,6463,785498,0
5,1,0.575,419.4,658,144195,158
5,1,0.575,838.8,658,144195,158
5,1,0.575,1258.2,658,144195,158
5,1,0.575,1677.6,658,144195,158
5,1,0.575,2097,658,144195,158
5,1,0.575,4194,658,144195,158
5,1,0.575,8388,658,144195,158
5,1,0.575,12582,658,144195,158
5,1,0.575,16776,658,144195,158
5,1,0.575,20970,658,144195,158
5,1,0.575,41940,658,144195,158
5,1,0.575,83880,658,144195,158
5,1,0.575,125820,658,144195,158
5,1,0.575,167760,658,144195,158
5,1,0.575,209700,658,144195,158
5,1,0.575,419400,658,144195,158
5,1,0.575,838800,658,144195,158
5,1,0.575,1258200,658,144195,158
5,1,0.575,1677600,658,144195,158
5,1,0.575,2097000,658,144195,158
5,1,0.575,4194000,658,144195,158
5,1,0.575,8388000,658,144195,158
5,1,0.575,12582000,658,144195,158
5,1,0.575,16776000,658,144195,158
5,1,0.575,20970000,658,144195,158
5,1,0.575,2.097e+09,658,144195,158
5,1,0.575,2.097e+12,658,144195,158
5,1,0.575,2.097e+15,658,144195,158
5,1,1,419.4,1503,328299,0
5,1,1,838.8,1503,328299,0
5,1,1,1258.2,1503,328299,0
5,1,1,1677.6,1503,328299,0
5,1,1,2097,1503,328299,0
5,1,1,4194,1503,328299,0
5,1,1,8388,1503,328299,0
5,1,1,12582,1503,328299,0
5,1,1,16776,1503,328299,0
5,1,1,20970,1503,328299,0
5,1,1,41940,1503,328299,0
5,1,1,83880,1503,328299,0
5,1,1,125820,1503,328299,0
5,1,1,167760,1503,328299,0
5,1,1,209700,1503,328299,0
5,1,1,419400,1503,328299,0
5,1,1,838800,1503,328299,0
5,1,1,1258200,1503,328299,0
5,1,1,1677600,1503,328299,0
5,1,1,2097000,1503,328299,0
5,1,1,4194000,1503,328299,0
5,1,1,8388000,1503,328299,0
5,1,1,12582000,1503,328299,0
5,1,1,16776000,1503,328299,0
5,1,1,20970000,1503,328299,0
5,1,1,2.097e+09,1503,328299,0
5,1,1,2.097e+12,1503,328299,0
5,1,1,2.097e+15,1503,328299,0
6,0,0.575,419.4,92,19911,61
6,0,0.575,838.8,121,27663,93
6,0,0.575,1258.2,177,40849,122
6,0,0.575,1677.6,209,48441,173
6,0,0.575,2097,259,57539,184
6,0,0.575,4194,506,115233,322
6,0,0.575,8388,919,214488,608
6,0,0.575,12582,1045,247500,682
6,0,0.575,16776,1219,283042,774
6,0,0.575,20970,1332,305369,846
6,0,0.575,41940,1779,395457,1136
6,0,0.575,83880,2370,498379,1625
6,0,0.575,125820,2645,537833,1828
6,0,0.575,167760,2958,580417,2088
6,0,0.575,209700,3198,614745,2320
6,0,0.575,419400,4018,699689,3225
6,0,0.575,838800,4860,746560,4448
6,0,0.575,1258200,5516,775531,5587
6,0,0.575,1677600,5492,760141,5665
6,0,0.575,2097000,5615,766024,5919
6,0,0.575,4194000,5775,778259,6196
6,0,0.575,8388000,5743,783771,6126
6,0,0.575,12582000,5763,780946,6174
6,0,0.575,16776000,5728,775972,6024
6,0,0.575,20970000,5762,780482,6060
6,0,0.575,2.097e+09,5743,778087,6055
6,0,0.575,2.097e+12,5756,774147,6065
6,0,0.575,2.097e+15,5703,781582,6007
6,0,1,419.4,357,82337,0
6,0,1,838.8,562,130763,0
6,0,1,1258.2,787,188274,0
6,0,1,1677.6,900,213929,0
6,0,1,2097,939,225466,0
6,0,1,4194,1251,293879,0
6,0,1,8388,1745,390602,0
6,0,1,12582,1938,424045,0
6,0,1,16776,2232,479228,0
6,0,1,20970,2566,534661,0
6,0,1,41940,3238,616655,0
6,0,1,83880,3901,697378,0
6,0,1,125820,4440,731841,0
6,0,1,167760,4738,745908,0
6,0,1,209700,5156,779932,0
6,0,1,419400,5816,794174,0
6,0,1,838800,6447,802545,0
6,0,1,1258200,6571,807385,0
6,0,1,1677600,6593,806747,0
6,0,1,2097000,6579,809357,0
6,0,1,4194000,6637,802172,0
6,0,1,8388000,6625,807139,0
6,0,1,12582000,6654,816652,0
6,0,1,16776000,6586,805850,0
6,0,1,20970000,6652,809658,0
6,0,1,2.097e+09,6671,814979,0
6,0,1,2.097e+12,6642,816988,0
6,0,1,2.097e+15,6601,804942,0
6,0.1,0.575,419.4,119,26473,76
6,0.1,0.575,838.8,162,36308,90
6,0.1,0.575,1258.2,202,45386,117
6,0.1,0.575,1677.6,246,57287,148
6,0.1,0.575,2097,294,66667,181
6,0.1,0.575,4194,488,115688,302
6,0.1,0.575,8388,914,212622,538
6,0.1,0.575,12582,1021,238824,688
6,0.1,0.575,16776,1181,274435,742
6,0.1,0.575,20970,1267,293674,779
6,0.1,0.575,41940,1677,373689,1124
6,0.1,0.575,83880,2221,481339,1478
6,0.1,0.575,125820,2734,544100,1773
6,0.1,0.575,167760,3066,605247,2125
6,0.1,0.575,209700,3203,611401,2223
6,0.1,0.575,419400,3963,685893,2963
6,0.1,0.575,838800,4769,740288,3852
6,0.1,0.575,1258200,5150,751914,4575
6,0.1,0.575,1677600,5619,777318,5120
6,0.1,0.575,2097000,5593,773958,5125
6,0.1,0.575,4194000,5821,773182,5644
6,0.1,0.575,8388000,5856,779935,5799
6,0.1,0.575,12582000,5954,788786,5784
6,0.1,0.575,16776000,5894,785337,5844
6,0.1,0.575,20970000,5818,772509,5876
6,0.1,0.575,2.097e+09,5822,773713,5823
6,0.1,0.575,2.097e+12,5940,791077,5759
