"Sim","Spread_Frac","Pp","Virus_D","Max_Productive","Max_Virions","Max_Semi"
10,"Diffusion Only",0.575,0.66838591669,1227,283003,747
10,"Diffusion Only",0.575,0.765295929698057,1336,309156,822
10,"Diffusion Only",0.575,1.06632592536204,1817,399626,1168
10,"Diffusion Only",0.575,1.36735592102602,2311,485402,1581
10,"Diffusion Only",0.575,1.5434471800817,2683,541640,1864
10,"Diffusion Only",0.575,1.66838591669,2939,583516,2082
10,"Diffusion Only",0.575,1.76529592969806,3107,608104,2248
10,"Diffusion Only",0.575,2.06632592536204,4037,701498,3312
10,"Diffusion Only",0.575,2.36735592102602,4992,758084,4741
10,"Diffusion Only",0.575,2.5434471800817,5427,777445,5457
10,"Diffusion Only",0.575,2.66838591669,5623,770992,5736
10,"Diffusion Only",0.575,2.76529592969806,5637,768152,5824
10,"Diffusion Only",0.575,3.06632592536204,5712,778122,6018
10,"Diffusion Only",0.575,3.36735592102602,5736,771193,6142
10,"Diffusion Only",0.575,3.5434471800817,5710,781638,6087
10,"Diffusion Only",0.575,3.66838591669,5662,776872,6034
10,"Diffusion Only",0.575,3.76529592969806,5643,768712,6072
10,"Diffusion Only",1,-0.933674074637962,328,75664,0
10,"Diffusion Only",1,-0.632644078973981,530,128027,0
10,"Diffusion Only",1,-0.4565528199183,752,176400,0
10,"Diffusion Only",1,-0.33161408331,847,201727,0
10,"Diffusion Only",1,-0.234704070301943,949,224392,0
10,"Diffusion Only",1,0.0663259253620378,1330,307444,0
10,"Diffusion Only",1,0.367355921026019,1728,390552,0
10,"Diffusion Only",1,0.5434471800817,2073,456755,0
10,"Diffusion Only",1,0.66838591669,2297,486952,0
10,"Diffusion Only",1,0.765295929698057,2547,524750,0
10,"Diffusion Only",1,1.06632592536204,3282,620508,0
10,"Diffusion Only",1,1.36735592102602,4008,710770,0
10,"Diffusion Only",1,1.5434471800817,4503,734745,0
10,"Diffusion Only",1,1.66838591669,4736,760525,0
10,"Diffusion Only",1,1.76529592969806,5190,777457,0
10,"Diffusion Only",1,2.06632592536204,5800,801227,0
10,"Diffusion Only",1,2.36735592102602,6472,807680,0
10,"Diffusion Only",1,2.5434471800817,6624,811124,0
10,"Diffusion Only",1,2.66838591669,6620,809931,0
10,"Diffusion Only",1,2.76529592969806,6554,809330,0
10,"Diffusion Only",1,3.06632592536204,6618,807163,0
10,"Diffusion Only",1,3.36735592102602,6570,804598,0
10,"Diffusion Only",1,3.5434471800817,6570,797918,0
10,"Diffusion Only",1,3.66838591669,6682,808681,0
10,"Diffusion Only",1,3.76529592969806,6608,802765,0
